Date,Open,High,Low,Close,Volume
2016-06-06,21691.341564315626,22336.094105773744,21691.341564315626,22013.71875,1594535
2016-06-07,22105.82944338809,22243.99138063478,21967.6675061414,22151.8828125,886912
2016-06-08,22151.87820343449,22382.146830993795,22013.718124845254,22059.771484375,1856991
2016-06-09,22059.77607427618,22243.99138063478,21967.6675061414,22151.8828125,816624
2016-06-10,22151.880416689983,22612.419547732905,22151.880416689983,22336.095703125,1800517
2016-06-13,22336.096334182203,22520.311625821814,22243.9896033178,22290.04296875,2443608
2016-06-14,22151.881670986688,22382.150334591173,22013.721570770515,22243.990234375,1606680
2016-06-15,22197.93402326098,22197.93402326098,21967.66355925178,22013.71875,1227022
2016-06-16,22059.77261619588,22151.879339981093,21921.610700607394,21967.6640625,1275929
2016-06-17,21783.450480956126,21967.665772779186,21691.34375,21691.34375,1926384
2016-06-20,21691.3448938491,21783.451629662282,21322.914290774534,21599.236328125,1265919
2016-06-21,21599.23581889331,21691.344382445823,21553.18245207249,21645.291015625,1073649
2016-06-22,21645.29020070975,21691.343565796727,21415.019715453273,21553.181640625,983180
2016-06-23,21599.23369688338,22105.826171875,21553.180334587058,22105.826171875,1400352
2016-06-24,22059.774146314132,22105.82751140111,20586.05182424451,21553.181640625,1684434
2016-06-27,21368.964142532517,21368.964142532517,20908.426879423707,21276.857421875,695456
2016-06-28,21092.642842799396,21553.18012102063,21092.642842799396,21368.96484375,819920
2016-06-29,21461.07769761329,21829.50832597899,21461.07769761329,21783.453125,1107786
2016-06-30,21691.346382864092,21875.561697046942,21645.29301179614,21783.453125,973435
2016-07-01,21783.450034769703,22013.720517265054,21645.289941165425,21875.55859375,1065715
2016-07-04,21875.55815521106,22750.579383473058,21875.55815521106,22658.47265625,2454349
2016-07-05,22750.579385495923,23947.97964887731,22750.579385495923,23257.171875,3374626
2016-07-06,23026.90234375,23717.708261218777,22980.848981900883,23026.90234375,1204399
2016-07-07,23257.170815624988,23487.439453125,22934.79362517858,23487.439453125,1454467
2016-07-08,23487.439453125,24178.247195535692,23026.902178124976,23487.439453125,1697047
2016-07-11,23717.708048622128,24638.784426901653,23487.43941152991,23947.978515625,3129991
2016-07-12,23947.980197652105,24869.056640625,23947.980197652105,24869.056640625,1474994
2016-07-13,24869.055191176227,26480.9375,24869.055191176227,26480.9375,2934730
2016-07-14,26711.207288265316,26941.475938010204,25790.130859375,25790.130859375,1875362
2016-07-15,25790.131253687112,26250.670390128947,24869.056640625,24869.056640625,1731103
2016-07-18,24638.784931000646,25790.129969928414,24408.516289197232,25559.861328125,1498471
2016-07-19,25790.130859375,26250.669988775535,25329.593559885223,25790.130859375,1137326
2016-07-20,26020.401534330376,26020.401534330376,24869.056447053594,25329.59375,859611
2016-07-21,25329.592686321583,25559.861328125,24408.516289197232,25559.861328125,1337327
2016-07-22,25329.59216808896,25559.860805181175,23947.978515625,23947.978515625,1803690
2016-07-25,23947.98218647246,24638.788203638767,23717.71168417276,24408.51953125,648767
2016-07-26,24408.51953125,24869.05870593847,23947.98218647246,24408.51953125,546783
2016-07-27,24408.51953125,24408.51953125,24408.51953125,24408.51953125,0
2016-07-28,25099.3250985268,25329.59375,24638.785965669624,25329.59375,185922
2016-07-29,25099.325293890528,25329.593947156056,24638.78615744869,24869.056640625,458978
2016-08-01,24869.05870593847,24869.05870593847,24408.51953125,24408.51953125,742633
2016-08-02,24408.516752817275,24408.516752817275,23487.44033819782,23717.708984375,1290942
2016-08-03,23487.440522988854,23717.709170977712,22796.634579022288,23257.171875,659610
2016-08-04,23487.43941152991,24869.054893904526,23257.170774437694,23947.978515625,1093810
2016-08-05,24178.247195535692,24178.247195535692,23257.170815624988,23487.439453125,667219
2016-08-08,23717.708048622128,23947.978515625,23257.170774437694,23947.978515625,709514
2016-08-09,23947.98218647246,24408.51953125,23717.71168417276,24408.51953125,368326
2016-08-10,24178.247868432907,24869.055630069255,24178.247868432907,24638.78515625,630742
2016-08-11,24638.785780739796,25790.130859375,24638.785780739796,25790.130859375,1500220
2016-08-12,25559.861505553738,25790.130148955606,24638.785102035556,25099.32421875,673444
2016-08-15,24638.785102035556,25329.59286215187,24638.785102035556,25099.32421875,336854
2016-08-16,24869.056640625,25329.593947156056,24638.78615744869,24869.056640625,1044212
2016-08-17,24869.05870593847,24869.05870593847,23947.98218647246,24408.51953125,1292590
2016-08-18,24869.05870593847,25329.59605071601,24408.51953125,24408.51953125,1175511
2016-08-19,24408.516512341455,25099.3242739778,24408.516512341455,24638.78515625,509757
2016-08-22,25329.592917886348,25329.592917886348,24638.78515625,24638.78515625,949856
2016-08-23,24408.51953125,24869.05870593847,24178.250858861233,24408.51953125,1137895
2016-08-24,24638.78615744869,25099.325293890528,24638.78615744869,24869.056640625,559925
2016-08-25,24869.056640625,25099.325293890528,24638.78615744869,24869.056640625,922677
2016-08-26,25790.12975055514,26480.9375,25559.86111071041,26480.9375,3706212
2016-08-29,27402.013889289592,27862.551168979047,26480.9375,26480.9375,2694245
2016-08-30,26020.400441642523,26250.669083445937,25329.592686321583,25559.861328125,3155116
2016-08-31,25559.862600421584,26020.401736863423,24638.78615744869,24869.056640625,5276334
2016-09-01,25099.32445921769,25329.59310482568,23717.708925748295,24178.248046875,6973341
2016-09-05,24178.248296866164,24178.248296866164,22934.794669869156,23257.171875,8527880
2016-09-06,23487.440522988854,23717.709170977712,23026.903227011146,23257.171875,3751741
2016-09-07,23487.440522988854,23947.97964887731,23026.903227011146,23257.171875,3219565
2016-09-08,23487.440522988854,23487.440522988854,23026.903227011146,23257.171875,3864792
2016-09-09,23942.735569414042,24635.81561098386,23816.720342047112,24383.78515625,5053893
2016-09-12,24320.777140559687,24320.777140559687,23312.660978579683,23596.193359375,1556700
2016-09-13,23627.69844933403,23627.69844933403,22682.58984375,22682.58984375,3257858
2016-09-14,22399.05642912541,23564.689766673404,22399.05642912541,22997.625,2343919
2016-09-15,23186.648879412598,23375.669858739773,22682.58984375,22682.58984375,1080894
2016-09-16,22682.59209619128,22745.59971371519,22052.521484375,22052.521484375,10948758
2016-09-19,22493.568139939824,23218.151937225415,22493.568139939824,23092.13671875,2301604
2016-09-20,23123.6400095408,23690.704771131434,22871.61143266429,23596.193359375,1813335
2016-09-21,23312.660978579683,23690.704771131434,23312.660978579683,23596.193359375,2621892
2016-09-22,23816.720204232483,24131.756416352713,23596.195412090565,23627.69921875,2400882
2016-09-23,23627.698918778417,23722.210337556833,23438.677935695698,23533.1875,1260990
2016-09-26,23533.184116351043,23911.227882634692,23344.16316044614,23690.703125,1729156
2016-09-27,23690.70496905774,24352.28114793201,23564.689752329694,24320.77734375,3087888
2016-09-28,24446.789477106515,24698.818043419582,24289.27231858856,24572.8046875,2642628
2016-09-29,24572.8072879532,24667.316851276028,23942.73487825525,24131.755859375,2635967
2016-09-30,24131.755859375,24446.792064223973,23942.73487825525,24131.755859375,2114048
2016-10-03,24131.757121793882,24320.779967276187,23753.715139777654,23879.728515625,1949383
2016-10-04,23879.728515625,24320.779967276187,23816.72090046423,23879.728515625,2491269
2016-10-05,24257.770980318823,24320.77859191646,24037.24619420118,24068.75,1403985
2016-10-06,24068.748256424045,24352.280633599818,24068.748256424045,24163.2578125,1767795
2016-10-07,24226.26666564676,24352.28188619508,23816.71905333876,23911.23046875,1984480
2016-10-10,23911.23162421079,24068.75065750798,23312.66300662977,23627.69921875,1528912
2016-10-11,23753.71299500235,23816.71875,23060.63299976201,23816.71875,3120830
2016-10-12,23816.71647744532,23911.227882634692,23596.191719810628,23690.703125,802619
2016-10-13,23753.714142462293,23753.714142462293,23375.670321844293,23501.685546875,885984
2016-10-14,23501.683387977384,23753.711960412984,23438.67578125,23438.67578125,1267033
2016-10-17,23438.67629657852,23438.67629657852,22934.619140625,22934.619140625,2371466
2016-10-18,22934.617193716826,23249.651498589184,22745.59438542482,22966.119140625,1422506
2016-10-19,23186.648234514632,23438.67681809914,23060.633015485368,23123.640625,1446994
2016-10-20,23186.648234514632,23312.661599069874,23123.640625,23123.640625,889661
2016-10-21,23123.640625,23312.661599069874,23060.633015485368,23123.640625,1169036
