Date,Open,High,Low,Close,Volume
2021-06-03,50088.04507156706,51779.57379818659,49618.17598083942,51497.65234375,2373570
2021-06-04,51497.65859661173,51873.55391483517,50745.86796016484,51309.7109375,1337160
2021-06-07,49806.12416507634,51121.75763358779,47926.64778148855,49242.28125,20392100
2021-06-08,49242.28125,49242.28125,49242.28125,49242.28125,0
2021-06-09,46704.987227792815,48020.62067082923,46047.170506274604,47738.69921875,22397000
2021-06-10,47738.7034992515,48114.59880239521,46986.91289296407,47080.88671875,10935100
2021-06-11,47456.780202887356,49994.07340185361,47080.88491415162,49430.23046875,29600800
2021-06-14,49524.203125,50088.04604482922,48866.386385199236,49524.203125,16827800
2021-06-15,49430.23005795889,49994.072986376676,48866.38712954111,49148.30859375,19611800
2021-06-16,48396.51711969921,49054.33385724852,47456.778923200196,47644.7265625,20575900
2021-06-17,46517.04261080677,47738.70231573705,46517.04261080677,47174.859375,18677800
2021-06-18,47926.6484375,48302.543719362744,47550.753155637256,47926.6484375,9956600
2021-06-21,47456.782420324904,47926.65155319941,46986.9132874504,47362.80859375,14920700
2021-06-22,47738.701958497055,48208.57107226179,47268.83284473232,47832.67578125,17224200
2021-06-23,47832.67734833659,48960.363258317026,47550.75587084149,48020.625,13102300
2021-06-24,48208.57107226179,48584.466363273576,47550.75431299116,47832.67578125,10692100
2021-06-25,47926.653115915695,48490.49609375,47362.8101380814,48490.49609375,10947700
2021-06-28,49336.260530841886,50745.86797458022,49054.339042094216,50369.97265625,25721100
2021-06-29,50369.9699182243,50557.917567172895,49618.1793224299,50275.99609375,16059200
2021-06-30,50182.01986480076,50557.91514468691,49430.229305028464,49524.203125,11461700
2021-07-01,49712.15158888367,50275.994518058156,48960.361016651026,50088.046875,19326700
2021-07-02,50933.81133459945,51591.628086153316,50369.968404696134,51027.78515625,29377200
2021-07-05,51027.78515625,51027.78515625,51027.78515625,51027.78515625,0
2021-07-06,51027.78515625,51027.78515625,51027.78515625,51027.78515625,0
2021-07-07,51027.78515625,51027.78515625,51027.78515625,51027.78515625,0
2021-07-08,51027.78515625,51027.78515625,51027.78515625,51027.78515625,0
2021-07-09,52719.3183524735,54974.690260600706,52249.449204947,53189.1875,38234300
2021-07-12,53189.1875,53189.1875,53189.1875,53189.1875,0
2021-07-13,50839.84219184833,51027.78985244666,49618.18239795918,50651.89453125,20072400
2021-07-14,50651.89453125,50651.89453125,50651.89453125,50651.89453125,0
2021-07-15,47926.655020393475,49994.079354606525,47738.70735364683,48960.3671875,20322400
2021-07-16,48960.3671875,48960.3671875,48960.3671875,48960.3671875,0
2021-07-19,46986.909993489586,47832.6743733724,45107.43359375,45107.43359375,39327900
2021-07-20,45389.357078598485,46611.016792929295,44167.697364267675,46517.04296875,23861200
2021-07-21,47550.75349465706,48302.54406374255,46611.0152833002,47268.83203125,18598700
2021-07-22,47080.886741682974,48396.520303326804,46798.965264187864,48020.625,13886900
2021-07-23,47550.75503472222,48020.62415561869,46517.04296875,46517.04296875,20067800
2021-07-26,46047.171875,46658.0017059949,45765.25041454082,46047.171875,14424400
2021-07-27,46986.91111809045,47268.832584799,46564.02891802764,46751.9765625,13266100
2021-07-28,46751.97910116952,47268.83515153421,46517.044532821936,46704.9921875,7468600
2021-07-29,47080.88479650445,47738.701550148224,46986.910974555336,47550.75390625,12542100
2021-07-30,47644.72969667319,48490.49412915851,47456.782045009786,48020.625,16932500
2021-08-02,47926.64685346949,48302.54212290847,47550.75158403051,47738.69921875,14030000
2021-08-03,47738.7031551641,48866.38905646718,47738.7031551641,48678.44140625,22927700
2021-08-04,48678.44140625,48678.44140625,48678.44140625,48678.44140625,0
2021-08-05,48772.41100446429,49524.201540178576,48584.46337053572,49336.25390625,12021200
2021-08-06,49336.25818201013,49994.07495777027,48678.44140625,48678.44140625,16084300
2021-08-09,48396.51573660714,49524.201540178576,48208.568102678575,49336.25390625,15208100
2021-08-10,49336.25390625,49336.25390625,49336.25390625,49336.25390625,0
2021-08-11,49148.30859375,50275.99445058557,48772.413308138144,49148.30859375,20471000
2021-08-12,49242.285937500004,49806.12890625,48866.390625,48866.390625,11779000
2021-08-13,48866.39218151341,49054.33984375,48020.62770144875,49054.33984375,15402000
2021-08-16,49148.30832609954,51121.758564814816,48960.36068431713,50745.86328125,30299500
2021-08-17,50745.86328125,50745.86328125,50745.86328125,50745.86328125,0
2021-08-18,49806.12341678504,50275.992505622635,49336.25432794744,49618.17578125,12905800
2021-08-19,49336.255896226416,50088.04646226415,48960.36061320755,49806.125,18765300
2021-08-20,49618.179207920795,49806.12685643564,46798.96448019802,47456.78125,31461200
2021-08-23,47268.83655448718,47738.7057051282,45812.2421875,45812.2421875,26003500
2021-08-24,45812.237324617345,46235.11951530613,45483.32895408163,46047.171875,16213400
2021-08-25,45953.19826106307,46235.119722787385,45577.30297876398,46188.1328125,9431100
2021-08-26,46329.09367721273,46376.08058763587,45295.38164790373,45389.35546875,10111900
2021-08-27,44919.48731789803,45248.39569784079,44167.696735171696,45154.421875,19689500
2021-08-30,45671.278153582316,46423.06874047256,45201.40903677591,46235.12109375,12298900
2021-08-31,46517.04292847938,46517.04292847938,44167.697326030924,45577.3046875,7773900
2021-09-01,45295.38164790373,46000.18530425078,45295.38164790373,45389.35546875,8530000
2021-09-02,45389.35546875,45389.35546875,45389.35546875,45389.35546875,0
2021-09-03,45389.35546875,45389.35546875,45389.35546875,45389.35546875,0
2021-09-06,45718.26214169434,46000.18359375,45013.45851155516,46000.18359375,12880500
2021-09-07,46094.157099697884,47362.803625377644,46094.157099697884,46658.0,11611100
2021-09-08,46658.0,46658.0,46658.0,46658.0,0
2021-09-09,45577.30318204868,46517.04139198783,45577.30318204868,46329.09375,7854400
2021-09-10,46798.96285496957,46798.96285496957,46047.17228701826,46329.09375,7222000
2021-09-13,46188.13122845378,46470.05268050945,45953.19668507406,46000.18359375,6802200
2021-09-14,46000.18689594072,46141.147632087625,45577.3046875,45577.3046875,6142500
2021-09-15,45295.3843782283,45859.227337293385,45201.410551717454,45483.33203125,5037600
2021-09-16,45953.20078602342,46188.13535036914,45671.27930880855,46141.1484375,5523500
2021-09-17,46235.120540201,46892.93729585427,46235.120540201,46751.9765625,8274500
2021-09-20,47456.778923200196,48490.49093934911,47080.88364460059,47644.7265625,13074700
2021-09-21,47644.7265625,47644.7265625,47644.7265625,47644.7265625,0
2021-09-22,47644.7265625,47644.7265625,47644.7265625,47644.7265625,0
2021-09-23,47550.7546688247,48208.571433017925,46986.91172808765,47174.859375,8627900
2021-09-24,47644.72772819911,48396.51830379199,47550.75390625,47550.75390625,736470000
2021-09-27,47644.728858901515,48020.62415561869,46517.04296875,46517.04296875,6850300
2021-09-28,46329.09571881275,46845.951756243725,45859.2265938755,46798.96484375,5568700
2021-09-29,46235.122659412955,46751.978705402325,45953.20117978239,46423.0703125,5676700
