Date,Open,High,Low,Close,Volume
2016-06-06,51550.15468602871,51550.15468602871,50437.5625,50437.5625,1142415
2016-06-07,50437.56948041391,50808.43359375,50066.70536707782,50808.43359375,759749
2016-06-08,51179.29687500001,51550.160982306494,50808.43276769351,51179.296875,505543
2016-06-09,51179.29687500001,51179.29687500001,50808.43276769351,51179.296875,344615
2016-06-10,51179.297707086094,51179.297707086094,50437.56948041391,50808.43359375,576737
2016-06-13,50437.56948041391,50808.43359375,50066.70536707782,50808.43359375,484704
2016-06-14,50437.56948041391,50808.43359375,50066.70536707782,50808.43359375,303419
2016-06-15,50437.56948041391,51179.297707086094,50066.70536707782,50808.43359375,461479
2016-06-16,51179.297707086094,51550.16182042219,50808.43359375,50808.43359375,343751
2016-06-17,50808.43359375,51179.297707086094,50437.56948041391,50808.43359375,360167
2016-06-20,50808.43359375,51179.297707086094,50437.56948041391,50808.43359375,478517
2016-06-21,51179.29217673885,51921.020323261146,51179.29217673885,51550.15625,1053216
2016-06-22,51550.15624999999,51921.020323261146,51179.29217673885,51550.15625,477826
2016-06-23,51179.29524648861,52291.88753300569,51179.29524648861,51921.0234375,1979009
2016-06-24,51921.02593375828,51921.02593375828,48954.11302706954,50808.43359375,3049729
2016-06-27,50437.56948041391,50808.43359375,49695.841253741724,50808.43359375,1177459
2016-06-28,50808.43115098292,53404.48482619307,50437.56705547723,51921.0234375,3465797
2016-06-29,52291.8843965223,52291.8843965223,51550.15624999999,51550.15625,1435691
2016-06-30,51921.01487192691,52662.747947242555,51921.01487192691,52291.87890625,1187447
2016-07-01,53404.48912536099,53404.48912536099,52662.760874639,53033.625,2024282
2016-07-04,53775.34765625,53775.34765625,53033.619482693066,53775.34765625,1518531
2016-07-05,53775.35240074912,54146.216520248236,53033.62416175088,53404.48828125,1242777
2016-07-06,53404.48912536099,53404.48912536099,52662.760874639,53033.625,693809
2016-07-07,53404.49347088535,54517.0859375,53033.62931534713,54517.0859375,2342839
2016-07-08,54517.0859375,55258.81424857643,54146.22178196178,54517.0859375,1130976
2016-07-11,54517.075018761156,55258.80318128347,53775.346856238844,54146.2109375,958953
2016-07-12,54146.22178196178,54517.0859375,53404.49347088535,54517.0859375,1113333
2016-07-13,54517.0859375,54887.95009303821,54146.22178196178,54517.0859375,768493
2016-07-14,54146.2109375,54887.93910002231,53775.346856238844,54146.2109375,2158652
2016-07-15,54146.22178196178,54887.95009303821,53775.35762642356,54517.0859375,849191
2016-07-18,54887.93594264491,56000.528122427546,54517.07188271736,55629.6640625,1872391
2016-07-19,55629.680920556566,57484.001782128966,55629.680920556566,56742.2734375,3176461
2016-07-20,57113.124580008094,58967.45002520543,56371.39640459724,58596.5859375,2674944
2016-07-21,59338.314934776245,60080.0431204604,57854.85856340791,58225.72265625,3037944
2016-07-22,58596.607352739564,58967.471575984346,56371.417006598866,57854.87890625,3627953
2016-07-25,58225.738207352355,58225.738207352355,57113.140625,57113.140625,953216
2016-07-26,57113.12537105349,58596.58674909208,56742.26127821141,58225.72265625,1764339
2016-07-27,58225.72265624999,58225.72265624999,58225.72265624999,58225.72265625,0
2016-07-28,58596.60748928206,59709.20016160898,58596.60748928206,59338.3359375,2274998
